Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2020,2,4,0,0,0,0,27.5,31.5,24.6,11.2,31
Changi,2020,2,5,0,0,0,0,27.8,32.3,24.5,12.2,33.8
Changi,2020,2,6,0,0,0,0,28.1,32.2,25.6,14.4,35.3
Changi,2020,2,7,0,0,0,0,28,31.3,25.9,14.4,41
Changi,2020,2,8,0,0,0,0,27.7,31.4,24.7,9.7,30.2
Changi,2020,2,9,14.6,4.8,5.2,8.6,26.2,29.8,23.7,7.2,34.6
Changi,2020,2,10,0,0,0,0,27,30.9,24.2,9.4,29.5
Changi,2020,2,11,23.8,20.4,20.8,20.8,26.9,30.4,24.6,7.6,33.1
Changi,2020,2,12,0,0,0,0,27.9,31.9,25.4,10.4,28.8
Changi,2020,2,13,0,0,0,0,28.4,32.2,26.1,13.7,35.3
Changi,2020,2,14,0,0,0,0,28.4,31.9,26.1,13.3,31.7
Changi,2020,2,15,0,0,0,0,28.3,32.7,25.1,8.6,23.4
Changi,2020,2,16,0,0,0,0,28.2,32.8,25.9,8.6,29.9
Changi,2020,2,17,0,0,0,0,28.6,33.1,25.9,13,36.4
Changi,2020,2,18,1.6,1.4,1.4,1.4,26.8,30.7,24.3,10.4,39.2
Changi,2020,2,19,0.6,0.6,0.6,0.6,28.1,31.9,26,15.5,38.5
Changi,2020,2,20,3.6,3.2,3.2,3.4,27.8,32,24.9,14,41
Changi,2020,2,21,15.8,5,6,7.6,27.2,30.5,24.1,13.3,42.8
Changi,2020,2,22,0.4,0.2,0.4,0.4,28.2,31.7,25.8,16.6,46.4
Changi,2020,2,23,0,0,0,0,28.1,31.7,24.7,17.3,43.9
Changi,2020,2,24,4.6,3.2,3.2,4,27,30.6,25.1,14,45.7
Changi,2020,2,25,0,0,0,0,28.2,31.9,25.7,14,36.7
Changi,2020,2,26,0,0,0,0,28.4,32.2,25.7,14.4,37.8
Changi,2020,2,27,0,0,0,0,28.3,32.5,25.7,13,33.5
Changi,2020,2,28,0,0,0,0,28.4,32.3,26.3,15.1,35.3
Changi,2020,2,29,0,0,0,0,28.2,31.8,25.7,14.4,39.2
Changi,2020,3,1,0,0,0,0,28.1,32.7,25.2,12.6,37.4
Changi,2020,3,2,0,0,0,0,28.3,32.7,24.8,11.5,34.9
Changi,2020,3,3,0,0,0,0,28.5,32.8,25.8,13,34.9
Changi,2020,3,4,0,0,0,0,28.9,33.4,26.2,12.6,33.8
Changi,2020,3,5,0,0,0,0,28.2,30.9,26.8,10.8,34.9
Changi,2020,3,6,0,0,0,0,28.2,31.3,26.1,7.9,24.5
Changi,2020,3,7,27.6,25.6,27,27.6,28,33.9,24.3,8.3,36.7
Changi,2020,3,8,12.4,8.8,11.8,12.4,27.8,33.1,25.4,6.5,27.4
Changi,2020,3,9,0,0,0,0,28.4,32.9,25.2,8.3,26.6
Changi,2020,3,10,0,0,0,0,28.9,33.1,26.3,10.4,31.3
Changi,2020,3,11,0,0,0,0,29.1,33.8,26.7,10.1,28.1
Changi,2020,3,12,0,0,0,0,28.9,32.8,25.8,12.2,39.6
Changi,2020,3,13,0,0,0,0,29.3,34,26.1,10.1,27.4
Changi,2020,3,14,0,0,0,0,29.1,33,26.8,12.6,29.5
Changi,2020,3,15,0,0,0,0,29.3,33.5,27.1,13.3,32.4
Changi,2020,3,16,0.4,0.4,0.4,0.4,29,33,26.9,15.5,38.5
Changi,2020,3,17,0,0,0,0,28.8,32.9,26.2,13,37.8
Changi,2020,3,18,0,0,0,0,29,33.7,26.1,13,36.4
Changi,2020,3,19,0,0,0,0,28.6,32.9,25.8,10.1,28.8
Changi,2020,3,20,0.2,0.2,0.2,0.2,28.3,32.2,26,10.4,30.6
Changi,2020,3,21,47.4,22.4,34.8,46,27.6,31.2,24.4,9.7,44.6
Changi,2020,3,22,0.8,0.8,0.8,0.8,28,32.5,26.3,7.6,29.9
Changi,2020,3,23,19.8,16.6,18,19.8,26.6,30.2,24.1,6.1,33.1
Changi,2020,3,24,0.2,0.2,0.2,0.2,28.1,32.3,24.9,10.8,37.1
Changi,2020,3,25,0,0,0,0,28.6,33.1,25.7,9.7,28.4
Changi,2020,3,26,0,0,0,0,29.3,33.4,26.4,10.8,29.9
Changi,2020,3,27,0,0,0,0,29.3,33.6,26.4,10.1,32.8
Changi,2020,3,28,0,0,0,0,29.2,33.5,26.2,10.1,28.1
Changi,2020,3,29,0,0,0,0,29.1,32.9,26.7,12.2,32
Changi,2020,3,30,0,0,0,0,29.1,33.8,26.1,10.1,26.3
Changi,2020,3,31,0,0,0,0,29.5,33.9,27,11.2,32.8
Changi,2020,4,1,0,0,0,0,29.3,32.7,26.4,9.9,-
Changi,2020,4,2,29.6,24,29.2,29.6,28.8,34.6,25.1,9.1,38.9
Changi,2020,4,3,27.4,21.2,26.6,27,28.5,32.8,24,9.5,37
Changi,2020,4,4,0,0,0,0,29.5,34,26.7,10.3,31.5
Changi,2020,4,5,0,0,0,0,29.2,33.1,26.7,8.3,42.6
Changi,2020,4,6,0,0,0,0,28.6,31,26.6,7.3,24.1
Changi,2020,4,7,10.8,2.6,4.4,7.4,27.9,32.6,23.8,7.3,25.9
Changi,2020,4,8,16.8,14.2,16.8,16.8,28.1,33.1,23.8,7.9,37
Changi,2020,4,9,0,0,0,0,28.8,33.2,25.7,10,29.6
Changi,2020,4,10,0,0,0,0,28.8,32.7,25.5,9.4,29.6
Changi,2020,4,11,0,0,0,0,28.8,32,26.8,8.2,29.6
Changi,2020,4,12,0,0,0,0,28.7,32.9,26.6,7.9,31.5
Changi,2020,4,13,0,0,0,0,29.5,33.7,27.1,8.4,-
Changi,2020,4,14,0,0,0,0,29.6,33.2,27.4,11.8,37
Changi,2020,4,15,0,0,0,0,29.6,33.7,26.7,9.9,31.5
Changi,2020,4,16,0,0,0,0,29.5,33.7,26.8,10.8,29.6
Changi,2020,4,17,0,0,0,0,29.4,33,26.6,8.9,29.6
Changi,2020,4,18,0,0,0,0,29.5,33.6,26.4,9,29.6
Changi,2020,4,19,0,0,0,0,30,33.9,26.9,11.3,35.2
Changi,2020,4,20,0,0,0,0,30.2,34.3,27.4,12,31.5
Changi,2020,4,21,0.8,0.4,0.4,0.4,29.5,33.5,27.4,7.6,25.9
Changi,2020,4,22,0,0.4,0.4,0.4,30,34.3,27.5,10.2,31.5
Changi,2020,4,23,0,0,0,0,28.9,32.9,26.9,6.3,33.3
Changi,2020,4,24,3.4,1.6,2.4,3.4,28,34.1,25.2,7.3,33.3
Changi,2020,4,25,2.4,1.6,2.2,2.4,27.8,33,25.1,6.1,31.5
Changi,2020,4,26,4.4,3.4,4,4,27.6,31.8,26.3,4.5,18.5
Changi,2020,4,27,1.6,1,1.4,1.6,27.5,30.9,25.6,5.7,33.3
Changi,2020,4,28,27.6,23.6,27.6,27.6,28.2,33.1,24.5,5.1,35.2
Changi,2020,4,29,11.4,9,9,11.4,28.4,31.9,24.7,7.3,29.6
Changi,2020,4,30,51.8,13.4,24.2,29.6,27.3,31.9,24.9,5.6,29.6
Changi,2020,5,1,22.4,13.4,22.6,28.8,26.5,31.3,24.4,6.3,29.6
Changi,2020,5,2,0,0,0,0,28.2,32.9,25.6,5.3,27.8
Changi,2020,5,3,1,0.2,0.4,0.6,28.5,32,26.2,5.5,18.5
Changi,2020,5,4,5.2,4.8,5,5,27.8,30.4,26.3,5,22.2
Changi,2020,5,5,31,30.2,31,31,28.1,34.5,24.6,5.9,35.2
Changi,2020,5,6,15.2,9,13.6,15.2,28.1,30.8,23.6,5.9,42.6
Changi,2020,5,7,0,0,0,0,29.6,33.4,27,5.9,25.9
Changi,2020,5,8,53.8,29.6,47,53.8,29.1,33.9,23.7,7.9,31.5
Changi,2020,5,9,0,0,0,0,30.4,33.6,28.3,9.3,24.1
Changi,2020,5,10,0,0,0,0,29.9,31.9,28.6,14.7,38.9
Changi,2020,5,11,23,15.6,22.4,22.8,29.3,31.9,24.6,11.7,35.2
Changi,2020,5,12,0,0,0,0,29.7,32.4,28.2,12,31.5
Changi,2020,5,13,19.2,12,19,19.2,27.9,29.8,24.7,5.9,35.2
Changi,2020,5,14,0,0,0,0,28.9,32.8,25.7,7.6,46.3
Changi,2020,5,15,0,0,0,0,29.7,32.6,27.1,9.6,29.6
Changi,2020,5,16,0,0,0,0,29.9,32.6,27.9,11.5,35.2
Changi,2020,5,17,29.8,20.8,21.4,21.4,28.5,31,25,5.6,38.9
Changi,2020,5,18,0.2,0.4,2.2,3.8,29,31.9,25.9,6.6,29.6
Changi,2020,5,19,4,4,4,4,29.8,32.8,27.9,7.3,24.1
Changi,2020,5,20,16.2,14.8,16.2,16.2,28.8,31.3,24.9,7.4,29.6
Changi,2020,5,21,0,0,0,0,29.3,34,26.7,5.1,25.9
Changi,2020,5,22,4.6,2.6,3,3.6,28.1,31.3,25.6,5.8,33.3
Changi,2020,5,23,6.8,6,6.2,6.4,27.8,30.3,25.4,4.6,22.2
Changi,2020,5,24,0,0,0,0,29.2,32.1,26.6,6.4,24.1
Changi,2020,5,25,0,0,0,0,30.1,33.3,27.3,8.7,37
Changi,2020,5,26,2,0.8,1.6,2,29.9,33.5,23.8,5.6,35.2
Changi,2020,5,27,21.2,12.2,14,19,27.7,30.2,24,6.6,25.9
Changi,2020,5,28,0,0,0,0,29.4,32.5,27.2,10,35.2
Changi,2020,5,29,0,0,0,0,29.4,32.6,28,7.6,24.1
Changi,2020,5,30,0,0,0,0,28.9,32.9,27,6.4,29.6
Changi,2020,5,31,0,0,0,0,28.8,32.3,26.7,5.8,33.3
Changi,2020,6,1,32.4,20.2,-,-,26.6,29.5,24.7,5.9,31.5
Changi,2020,6,2,0.2,0.2,-,-,28.5,33,25.3,5.9,33.3
Changi,2020,6,3,16.6,10.6,12.2,15.2,28.7,31.7,24,8.6,33.3
Changi,2020,6,4,6,3.2,5,5.8,28.3,32.9,24.9,8.1,33.3
Changi,2020,6,5,41,-,-,-,27.6,31.1,24.1,7.6,33.3
Changi,2020,6,6,4.2,-,-,-,27.6,29.1,25,6.3,33.3
Changi,2020,6,7,0,0,0,0,29.5,32.8,27.6,7.2,35.2
Changi,2020,6,8,8.6,7,7,7,28.8,32.9,25,6.5,33.3
Changi,2020,6,9,0,0,0,0,29.7,32.6,27,12.3,33.3
Changi,2020,6,10,13.4,11,12.6,13.4,29.4,32.4,24.2,14.4,50
Changi,2020,6,11,0,0,0,0,28.8,33,25.7,8,27.8
Changi,2020,6,12,0,0,0,0,29.1,31.6,27.2,-,25.9
Changi,2020,6,13,8.6,2.4,4.2,6.2,26.2,27.7,25,6.4,25.9
Changi,2020,6,14,1.4,1.4,1.4,1.4,28.1,32.1,25.3,6.6,42.6
Changi,2020,6,15,0,0,0,0,29.7,32.3,27.5,10.8,35.2
Changi,2020,6,16,0.8,0.4,0.6,0.6,28.4,31.2,26.7,6.6,25.9
Changi,2020,6,17,5.4,3,4,4.2,27.1,29.6,25.5,5,27.8
Changi,2020,6,18,8.2,5.8,7,7.2,27.5,30.6,25.2,5,22.2
Changi,2020,6,19,2.4,1,1.6,2.4,27.7,31.6,25.2,5.9,31.5
Changi,2020,6,20,29.8,11,16.6,21.6,26.5,29,23.7,5.9,37
Changi,2020,6,21,2,0.8,0.8,1.6,26.6,27.8,24.9,4.4,24.1
Changi,2020,6,22,10.2,3.8,6.2,8.2,26.9,29.8,23.9,5.9,37
Changi,2020,6,23,30.2,9.2,11.4,14.4,26.4,27.5,23.7,7.5,29.6
Changi,2020,6,24,3.2,1.6,1.8,2.4,26.7,27.8,25.2,9.2,31.5
Changi,2020,6,25,0,0,0,0,28.1,31.4,25.7,9.3,27.8
Changi,2020,6,26,0,0,0,0,28.6,32,26.4,8.1,38.9
Changi,2020,6,27,0,0,0,0,29.3,31.8,28.1,13.4,35.2
Changi,2020,6,28,0.8,0.8,0.8,0.8,29.2,31.6,26.8,12.5,42.6
Changi,2020,6,29,8.4,7.4,7.6,7.6,28.9,31.3,26.4,11.9,33.3
Changi,2020,6,30,0,0,0,0,29,32.1,26.3,12,35.2
Changi,2020,7,1,0,0,0,0,28.8,31.6,27.3,10,29.6
Changi,2020,7,2,0,0,0,0,28.9,31.7,27.3,12.3,33.3
Changi,2020,7,3,0,0,0,0,29.6,32.4,27.8,13.4,33.3
Changi,2020,7,4,2,2,2,2,28.8,32.2,24.6,12.8,33.3
Changi,2020,7,5,0,0,0,0,27.9,32,25.8,7.6,31.5
Changi,2020,7,6,0.2,0.2,0.2,0.2,29,32.1,27,14,37
Changi,2020,7,7,0.4,0.2,0.2,0.2,27.9,31.2,26.1,6.1,31.5
Changi,2020,7,8,18.8,14.2,18.2,18.8,27.1,30.7,24.5,4.5,31.5
Changi,2020,7,9,1.6,0.6,1,1,26.3,28.2,24.9,8,33.3
Changi,2020,7,10,0.4,0.4,0.4,0.4,27.2,29.8,25.1,6.9,22.2
Changi,2020,7,11,1.6,1,1,1.4,27.4,29.9,25.5,6.3,29.6
Changi,2020,7,12,0.2,0.2,0.2,0.2,28.7,31.2,25.9,8,35.2
Changi,2020,7,13,10.2,4,4,5.2,26.2,30.5,24.9,7.3,31.5
Changi,2020,7,14,0,0,0,0,27.1,28.5,25.8,7.4,29.6
Changi,2020,7,15,3,2.4,2.6,3,27.6,30.8,26.3,6.6,24.1
Changi,2020,7,16,3.8,-,-,-,28.2,32.2,25.6,7.7,35.2
Changi,2020,7,17,0,0,0,0,28.8,32,25.9,7.3,25.9
Changi,2020,7,18,0.2,0.2,0.2,0.2,27.8,31,26.5,7.9,31.5
Changi,2020,7,19,0,0,0,0,28.5,31.6,25.6,9,31.5
Changi,2020,7,20,0,0,0,0,29.1,32.1,26.5,12.7,33.3
Changi,2020,7,21,0,0,0,0,28.9,32.5,27,10.6,33.3
Changi,2020,7,22,30.4,24,30.4,30.4,28,30.3,24.2,5.8,22.2
Changi,2020,7,23,3.8,1.6,2.4,3.6,27.8,30.8,23.7,6.3,35.2
Changi,2020,7,24,7.2,6.6,6.6,7,27.8,30.6,24.3,8.2,33.3
Changi,2020,7,25,11.6,11.2,11.2,11.2,27.2,31.3,24.6,8.5,53.7
Changi,2020,7,26,1.6,1.4,1.6,1.6,27.7,31.1,25.6,12.1,53.7
Changi,2020,7,27,22.2,11.4,11.4,19.6,27.3,30.1,23.9,9.1,42.6
Changi,2020,7,28,2.4,2.2,2.2,2.2,28.1,30.3,25.8,8.8,33.3
Changi,2020,7,29,16.8,10.8,13.2,14,26.2,29.2,23.9,4.1,31.5
Changi,2020,7,30,0.6,0.4,0.4,0.6,28.2,31.6,25.3,7.9,-
Changi,2020,7,31,1.8,1.8,1.8,1.8,28.4,30.9,24.8,9.8,31.5
Changi,2020,8,1,0,0,0,0,28.5,30.4,26,12.3,40.7
Changi,2020,8,2,0,0,0,0,28.9,31.7,26.9,10.3,31.5
Changi,2020,8,3,0,0,0,0,29.2,31.7,27.2,12,31.5
Changi,2020,8,4,4.8,4.6,4.8,4.8,27.9,30.2,24.1,8.8,44.4
Changi,2020,8,5,0,0,0,0,28.8,31.8,26.7,8.6,25.9
Changi,2020,8,6,0,0,0,0,29.2,31.4,27.6,8.1,27.8
Changi,2020,8,7,0,0,0,0,29.4,32.7,27.3,11.4,29.6
Changi,2020,8,8,0,0,0,0,29.7,32.9,27.6,11,27.8
Changi,2020,8,9,0,0,0,0,29.6,32.8,27.7,12.3,31.5
Changi,2020,8,10,0,0,0,0,29.7,33,27.8,12.9,33.3
Changi,2020,8,11,0,0,0,0,29.5,32.7,28.2,11,31.5
Changi,2020,8,12,0,0,0,0,27.9,30,26.8,8.7,31.5
Changi,2020,8,13,34.6,22.2,30.8,33.4,28.3,32.2,22.5,6.4,40.7
Changi,2020,8,14,13.8,7.2,12.2,12.6,25.9,28.5,23.4,5.1,35.2
Changi,2020,8,15,0,0,0,0,28,31.5,24.6,6.5,25.9
Changi,2020,8,16,0,0,0,0,28,30,26.4,8,27.8
Changi,2020,8,17,5.2,4,4.6,4.6,27.4,31.4,24.3,6.2,29.6
Changi,2020,8,18,2,1,1,2,27.1,30.1,25.3,6.4,48.2
Changi,2020,8,19,1.8,1.4,1.6,1.8,28,31.3,25.4,5.7,25.9
Changi,2020,8,20,2.2,2,2,2,28.1,31.9,25.5,10.6,37
Changi,2020,8,21,0,0,0,0,29.6,33,27.7,15.2,31.5
Changi,2020,8,22,2,1.4,1.6,1.6,27.9,32.1,25.3,9.3,38.9
Changi,2020,8,23,24.4,8.2,11.2,15.2,25.6,27,23,5.1,48.2
Changi,2020,8,24,0,0.2,0.2,0.2,28.1,32.4,24.5,9,33.3
Changi,2020,8,25,0,0,0,0,27.9,31.9,25.7,8.6,44.4
Changi,2020,8,26,4.6,4.4,4.6,4.6,27,31.3,24,9.6,51.9
Changi,2020,8,27,1.4,1.4,1.4,1.4,27.8,30.4,25.6,8.4,27.8
Changi,2020,8,28,0,0,0,0,28.9,32.3,26.2,9.6,33.3
Changi,2020,8,29,6.6,2.8,3.4,4.8,27.2,30.8,25.1,8,-
Changi,2020,8,30,0,0,0,0,28.6,32.1,26.4,11.2,35.2
Changi,2020,8,31,0,0,0,0,29,32.2,27.2,11.7,29.6
